codigo,sexo,casou_alguma_vez,idade,graduado,profissao,experiencia_profissional,pontuacao_gastos,tamanho_familia,v1
463614,Feminino,Não,25,Não,Enfermagem,1.0,Baixa,4.0,Cat_3
463615,Feminino,Sim,60,Sim,Artista,,Média,2.0,Cat_6
463616,Feminino,Sim,46,Não,Engenharia,0.0,Média,5.0,Cat_3
463619,Masculino,Sim,68,Não,Empreendedorismo,1.0,Alta,2.0,Cat_6
463620,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,4.0,Cat_2
463623,Masculino,Não,27,Sim,Medicina,0.0,Baixa,3.0,Cat_6
463624,Masculino,Sim,59,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6
463628,Feminino,Não,26,Sim,Artista,8.0,Baixa,1.0,Cat_6
463632,Masculino,Sim,26,Sim,Artista,0.0,Média,2.0,Cat_6
463638,Feminino,Sim,32,Não,Medicina,1.0,Média,2.0,Cat_7
463639,Masculino,Não,33,Não,Enfermagem,0.0,Baixa,6.0,Cat_6
463640,Masculino,Não,28,Sim,Enfermagem,0.0,Baixa,3.0,Cat_6
463644,Feminino,Não,30,Sim,Enfermagem,0.0,Baixa,3.0,Cat_7
463652,Feminino,Não,32,Sim,Artista,,Baixa,1.0,Cat_6
463654,Feminino,Não,41,Não,Engenharia,3.0,Baixa,3.0,Cat_3
463655,Masculino,Sim,42,Sim,Artista,13.0,Baixa,2.0,Cat_6
463661,Feminino,Sim,45,Sim,Medicina,1.0,Média,4.0,Cat_6
463663,Feminino,Não,39,Sim,,1.0,Baixa,2.0,Cat_6
463664,Feminino,Não,29,Não,Engenharia,0.0,Baixa,1.0,Cat_6
463665,Masculino,Sim,46,Sim,Entretenimento,1.0,Média,3.0,Cat_6
463669,Feminino,Sim,26,Sim,Marketing,5.0,Alta,4.0,Cat_2
463670,Feminino,Não,26,Sim,Enfermagem,,Baixa,4.0,Cat_6
463689,Feminino,Sim,41,Sim,Medicina,1.0,Baixa,,Cat_6
463699,Feminino,Sim,38,Sim,Marketing,9.0,Baixa,3.0,Cat_6
463703,Masculino,Sim,69,Não,Empreendedorismo,1.0,Alta,4.0,Cat_6
463704,Masculino,Não,46,Sim,Artista,0.0,Baixa,2.0,Cat_6
463707,Feminino,Não,40,Não,Artista,0.0,Baixa,1.0,Cat_5
463713,Masculino,Não,25,Não,Engenharia,9.0,Baixa,3.0,Cat_4
463714,Masculino,Sim,59,Não,,1.0,Média,2.0,Cat_4
463716,Masculino,Não,26,Não,Medicina,1.0,Baixa,4.0,Cat_6
463718,Feminino,Não,33,Sim,Artista,0.0,Baixa,4.0,Cat_6
463722,Masculino,Sim,56,Sim,Empreendedorismo,8.0,Alta,2.0,Cat_6
463724,Masculino,Não,30,Não,Enfermagem,0.0,Baixa,5.0,Cat_4
463726,Feminino,Não,26,Não,Enfermagem,0.0,Baixa,3.0,Cat_6
463727,Feminino,Não,28,Não,Medicina,0.0,Baixa,5.0,Cat_3
463728,Feminino,Sim,28,Não,Medicina,0.0,Média,6.0,Cat_6
463732,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,4.0,Cat_6
463734,Masculino,Sim,41,Não,Empreendedorismo,1.0,Média,3.0,Cat_6
463741,Masculino,Sim,37,Sim,Artista,0.0,Alta,3.0,Cat_6
463745,Masculino,Sim,59,Sim,Artista,1.0,Média,3.0,Cat_3
463747,Feminino,Sim,43,Sim,Artista,0.0,Média,2.0,Cat_6
463748,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
463753,Feminino,Não,30,Sim,Enfermagem,1.0,Baixa,5.0,Cat_2
463756,Masculino,Sim,66,Não,Empreendedorismo,0.0,Média,2.0,Cat_6
463761,Masculino,Sim,28,Sim,Artista,1.0,Média,3.0,Cat_6
463764,Masculino,Sim,49,Sim,Entretenimento,0.0,Média,3.0,Cat_6
463766,Feminino,Sim,61,Sim,Artista,0.0,Média,3.0,
463767,Masculino,Sim,27,Sim,Artista,9.0,Média,2.0,Cat_6
463768,Feminino,Sim,35,Não,Engenharia,1.0,Baixa,1.0,Cat_4
463774,Masculino,Sim,33,Sim,Enfermagem,0.0,Média,2.0,Cat_6
463776,Feminino,Sim,36,Sim,Artista,2.0,Média,2.0,Cat_6
463782,Feminino,Não,27,Sim,Artista,9.0,Baixa,1.0,Cat_6
463783,Feminino,Não,29,Não,Enfermagem,,Baixa,,
463784,Feminino,Não,31,Não,Engenharia,1.0,Baixa,5.0,Cat_4
463785,Feminino,Não,30,Não,Enfermagem,0.0,Baixa,4.0,Cat_4
463786,Feminino,Sim,43,Sim,Artista,,Média,2.0,Cat_6
463790,Masculino,Sim,47,Não,Empreendedorismo,1.0,Baixa,4.0,Cat_4
463792,Feminino,Não,42,Não,Engenharia,,Baixa,1.0,Cat_6
463794,Feminino,Não,33,Sim,Enfermagem,,Baixa,5.0,Cat_2
463799,Feminino,Não,36,Sim,Artista,1.0,Baixa,4.0,Cat_2
463800,Feminino,Não,30,Sim,Engenharia,1.0,Baixa,3.0,Cat_6
463804,Masculino,Sim,60,Sim,Artista,9.0,Baixa,1.0,Cat_6
463807,Feminino,Não,32,Sim,Enfermagem,0.0,Baixa,3.0,Cat_4
463811,Feminino,Sim,32,Sim,Artista,0.0,Média,2.0,Cat_4
463814,Feminino,Não,28,Não,Enfermagem,7.0,Baixa,3.0,Cat_5
463816,Masculino,Sim,46,Sim,Enfermagem,2.0,Alta,4.0,Cat_7
463818,Feminino,Sim,38,Sim,Artista,4.0,Baixa,1.0,Cat_6
463819,Masculino,Sim,28,,Artista,8.0,Baixa,,Cat_6
463821,Masculino,Sim,30,Sim,Entretenimento,7.0,Baixa,2.0,Cat_6
463825,Feminino,Sim,52,Sim,Artista,0.0,Média,3.0,
463827,Feminino,Sim,46,Sim,Engenharia,1.0,Média,4.0,Cat_6
463828,Masculino,Sim,37,Não,Engenharia,0.0,Média,2.0,Cat_1
463830,Feminino,Não,25,Sim,Engenharia,2.0,Baixa,3.0,Cat_6
463834,Feminino,Sim,43,Sim,Engenharia,1.0,Média,4.0,Cat_6
463835,Masculino,Não,32,Não,Marketing,0.0,Baixa,4.0,Cat_6
463842,Feminino,Sim,50,Sim,Engenharia,1.0,Alta,4.0,Cat_6
463847,Masculino,Sim,43,Não,Artista,3.0,Média,3.0,Cat_6
463856,Masculino,Sim,37,Sim,Artista,0.0,Média,2.0,Cat_4
463857,Masculino,Sim,61,Não,Enfermagem,0.0,Alta,4.0,Cat_7
463859,Masculino,Sim,39,Sim,Artista,5.0,Média,2.0,Cat_6
463865,Masculino,Sim,46,Sim,Artista,1.0,Média,5.0,Cat_6
463877,Masculino,Sim,37,Não,Entretenimento,0.0,Média,4.0,Cat_4
463880,Feminino,Sim,36,Não,Engenharia,0.0,Baixa,3.0,Cat_2
463884,Feminino,Não,28,Não,Artista,0.0,Baixa,1.0,Cat_6
463891,Masculino,Sim,86,Sim,Direito,0.0,Baixa,1.0,Cat_6
463892,Masculino,Não,42,Sim,Artista,8.0,Baixa,1.0,Cat_6
463904,Masculino,Sim,82,Sim,Empreendedorismo,1.0,Baixa,1.0,Cat_6
463917,Feminino,Não,18,Não,Enfermagem,1.0,Baixa,8.0,Cat_4
463923,Feminino,Não,18,Não,Engenharia,0.0,Baixa,4.0,Cat_6
463924,Feminino,Não,36,Sim,Artista,1.0,Baixa,1.0,Cat_5
463926,Feminino,Não,26,Não,Engenharia,1.0,Baixa,6.0,Cat_6
463931,Masculino,Sim,49,Sim,Entretenimento,1.0,Média,2.0,Cat_6
463932,Feminino,Sim,69,Sim,Artista,1.0,Média,3.0,Cat_6
463941,Feminino,Não,29,Não,Artista,1.0,Baixa,6.0,Cat_4
463943,Masculino,Não,68,Sim,Entretenimento,1.0,Baixa,2.0,Cat_6
463946,Masculino,Não,33,Não,Enfermagem,4.0,Baixa,3.0,Cat_4
463948,Masculino,Sim,38,Não,Empreendedorismo,3.0,Alta,5.0,Cat_6
463951,Masculino,Sim,52,Não,Entretenimento,1.0,Média,3.0,Cat_6
463955,Masculino,Sim,28,Sim,Artista,1.0,Baixa,2.0,Cat_6
463958,Feminino,Não,27,Não,Enfermagem,1.0,Baixa,5.0,Cat_2
463961,Feminino,Não,28,Não,Engenharia,0.0,Baixa,4.0,Cat_4
463963,Feminino,Sim,25,Não,Engenharia,7.0,Alta,3.0,Cat_6
463966,Feminino,Não,30,Sim,Artista,8.0,Baixa,1.0,Cat_6
463978,Masculino,Sim,40,Sim,Artista,1.0,Média,3.0,Cat_2
463980,Feminino,Não,25,Sim,Artista,0.0,Baixa,9.0,Cat_6
463981,Feminino,Não,30,Sim,Artista,5.0,Baixa,1.0,
463983,Feminino,Sim,43,Não,Engenharia,0.0,Média,2.0,Cat_4
463986,Feminino,Não,26,Sim,Artista,1.0,Baixa,4.0,Cat_6
463997,Feminino,Sim,37,Não,Entretenimento,0.0,Média,3.0,Cat_6
464000,Feminino,Não,28,Não,Enfermagem,1.0,Baixa,5.0,Cat_7
464004,Feminino,Sim,31,Não,Marketing,1.0,Baixa,5.0,Cat_4
464007,Masculino,Sim,46,Sim,Artista,1.0,Baixa,3.0,Cat_6
464009,Feminino,Sim,47,Sim,Artista,5.0,Média,4.0,Cat_6
464010,Masculino,Não,28,Não,Enfermagem,1.0,Baixa,4.0,Cat_6
464013,Masculino,Não,30,Não,Enfermagem,0.0,Baixa,1.0,Cat_6
464016,Feminino,,29,Sim,Entretenimento,1.0,Alta,1.0,Cat_1
464019,Masculino,Não,23,Não,Artista,2.0,Baixa,5.0,Cat_6
464021,Feminino,Não,22,Não,Enfermagem,1.0,Baixa,5.0,Cat_6
464023,Masculino,Não,20,Não,Enfermagem,1.0,Baixa,5.0,Cat_7
464030,Masculino,Não,22,Não,Entretenimento,1.0,Baixa,4.0,Cat_6
464031,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
464032,Masculino,Não,21,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
464033,Feminino,Não,19,Não,Enfermagem,0.0,Baixa,4.0,Cat_6
464039,Masculino,Não,39,Sim,Artista,1.0,Baixa,2.0,Cat_6
464042,Feminino,Sim,38,Sim,Artista,8.0,Baixa,2.0,Cat_6
464046,Masculino,Não,33,Sim,Enfermagem,3.0,Baixa,1.0,Cat_6
464048,Feminino,Não,38,Sim,Responsável pela Casa,4.0,Baixa,1.0,Cat_6
464049,Feminino,Não,29,Sim,Enfermagem,0.0,Baixa,3.0,Cat_6
464053,Feminino,Sim,35,Não,Entretenimento,4.0,Baixa,1.0,Cat_6
464054,Masculino,Sim,32,Sim,Artista,9.0,Média,2.0,Cat_6
464059,Masculino,Sim,59,Sim,Artista,0.0,Baixa,1.0,Cat_6
464063,Feminino,Não,32,Sim,Medicina,0.0,Baixa,1.0,Cat_6
464066,Feminino,Não,29,Sim,Enfermagem,8.0,Baixa,3.0,Cat_4
464067,Feminino,Não,31,Sim,Entretenimento,0.0,Baixa,4.0,Cat_2
464068,Masculino,Sim,59,Não,Empreendedorismo,0.0,Alta,4.0,Cat_6
464071,Masculino,Sim,87,Sim,Direito,0.0,Alta,2.0,Cat_6
464072,Masculino,Sim,53,Sim,Empreendedorismo,0.0,Baixa,2.0,Cat_6
464076,Masculino,Sim,83,Não,Direito,0.0,Alta,2.0,Cat_6
464084,Masculino,Não,33,Não,Enfermagem,1.0,Baixa,5.0,Cat_4
464087,Feminino,Não,26,Não,Engenharia,,Baixa,4.0,Cat_6
464089,Feminino,Sim,39,Sim,Artista,7.0,Alta,5.0,
464096,Feminino,Não,27,Não,Enfermagem,1.0,Baixa,5.0,Cat_4
464099,Feminino,Sim,42,Sim,Artista,5.0,Média,2.0,Cat_4
464103,Masculino,Sim,46,Sim,Artista,4.0,Média,2.0,Cat_6
464110,Masculino,Sim,63,Sim,Medicina,0.0,Alta,2.0,Cat_6
464112,Masculino,Não,32,Sim,Medicina,1.0,Baixa,2.0,Cat_6
464115,Feminino,Não,38,Sim,Engenharia,0.0,Baixa,3.0,Cat_6
464118,Masculino,Não,38,Sim,Entretenimento,1.0,Baixa,2.0,Cat_6
464121,Feminino,Sim,63,Sim,Engenharia,1.0,Baixa,1.0,Cat_6
464123,Feminino,Não,45,Sim,Artista,1.0,Baixa,1.0,Cat_6
464127,Feminino,Não,33,Sim,Enfermagem,1.0,Baixa,5.0,Cat_2
464132,Masculino,Não,27,Não,Entretenimento,0.0,Baixa,2.0,Cat_6
464137,Feminino,Sim,87,Não,Artista,7.0,Alta,2.0,Cat_7
464139,Feminino,Não,25,Não,Enfermagem,14.0,Baixa,1.0,Cat_6
464144,Masculino,Sim,61,Sim,Artista,0.0,Média,4.0,Cat_6
464152,Masculino,Sim,41,Sim,Artista,1.0,Alta,4.0,Cat_6
464162,Masculino,Sim,86,Sim,Direito,,Alta,2.0,Cat_6
464167,Masculino,Sim,51,Sim,Empreendedorismo,4.0,Alta,3.0,Cat_6
464169,Masculino,,83,Não,Direito,0.0,Alta,2.0,Cat_6
464172,Masculino,Sim,60,Sim,Artista,3.0,Alta,3.0,Cat_6
464173,Masculino,Sim,65,Sim,Artista,6.0,Média,3.0,Cat_6
464175,Feminino,Não,32,Não,Enfermagem,1.0,Baixa,,Cat_6
464176,Feminino,Sim,41,Sim,Artista,1.0,Baixa,1.0,Cat_6
464179,Feminino,Sim,56,Sim,Artista,0.0,Média,3.0,Cat_6
464180,Feminino,Sim,74,Não,Direito,1.0,Alta,2.0,Cat_6
464182,Masculino,Sim,39,Sim,Artista,4.0,Média,2.0,Cat_2
464183,Feminino,Não,42,Não,Artista,2.0,Baixa,2.0,Cat_6
464185,Masculino,Sim,68,Sim,Artista,5.0,Alta,2.0,Cat_6
464195,Masculino,Não,30,Sim,Artista,1.0,Baixa,1.0,Cat_6
464200,Feminino,Não,32,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
464202,Masculino,Sim,43,Sim,Artista,13.0,Baixa,1.0,Cat_6
464204,Feminino,Sim,40,Sim,Artista,3.0,Alta,2.0,Cat_5
464205,Feminino,Sim,87,Não,Entretenimento,0.0,Alta,2.0,Cat_6
464206,Masculino,Sim,43,Não,Entretenimento,1.0,Baixa,2.0,Cat_6
464211,Masculino,Sim,48,Sim,Medicina,1.0,Média,3.0,Cat_2
464212,Feminino,Sim,58,Sim,Marketing,0.0,Média,2.0,Cat_6
464216,Masculino,Sim,52,Sim,Artista,,Alta,3.0,Cat_6
464217,Feminino,Não,30,Não,Enfermagem,14.0,Baixa,3.0,Cat_6
464223,Feminino,Sim,53,Sim,Artista,2.0,Baixa,2.0,Cat_6
464226,Feminino,Sim,56,Sim,Artista,3.0,Média,3.0,Cat_6
464231,Masculino,Sim,48,Sim,Artista,1.0,Média,4.0,Cat_6
464232,Masculino,Sim,28,Não,Medicina,1.0,Baixa,5.0,Cat_6
464246,Feminino,Sim,61,Sim,Artista,0.0,Média,2.0,Cat_6
464254,Masculino,Sim,62,Sim,Entretenimento,1.0,Média,3.0,Cat_6
464255,Feminino,Sim,49,Sim,Artista,1.0,Média,5.0,Cat_4
464257,Masculino,Sim,40,,Entretenimento,0.0,Alta,2.0,Cat_6
464265,Masculino,Sim,62,Sim,Entretenimento,1.0,Baixa,2.0,Cat_6
464269,Masculino,Não,35,Sim,Entretenimento,1.0,Baixa,,Cat_1
464270,Feminino,Não,48,Sim,Artista,4.0,Baixa,1.0,Cat_6
464271,Feminino,Sim,36,Sim,Artista,1.0,Média,3.0,Cat_2
464274,Feminino,Sim,56,Sim,Artista,1.0,Média,5.0,Cat_6
464276,Feminino,Sim,66,Não,Marketing,0.0,Alta,2.0,Cat_1
464283,Masculino,Não,40,Sim,Artista,6.0,Baixa,2.0,Cat_6
464286,Feminino,Sim,57,Sim,Artista,0.0,Média,2.0,Cat_6
464287,Masculino,Sim,42,Sim,Artista,,Média,3.0,Cat_2
464289,Masculino,Sim,35,Não,Marketing,1.0,Baixa,3.0,Cat_6
464292,Masculino,Sim,58,Sim,Artista,0.0,Média,2.0,Cat_6
464297,Masculino,Não,29,Não,Artista,8.0,Baixa,5.0,Cat_5
464298,Masculino,Não,26,Não,Medicina,0.0,Baixa,1.0,Cat_6
464308,Feminino,Sim,84,Sim,Direito,1.0,Alta,2.0,Cat_6
464318,Masculino,Sim,86,Sim,Empreendedorismo,0.0,Baixa,1.0,Cat_6
464320,Masculino,Sim,77,Não,Direito,1.0,Alta,2.0,Cat_6
464326,Feminino,Não,37,Sim,Artista,0.0,Baixa,3.0,Cat_6
464332,Masculino,Sim,74,Não,Empreendedorismo,0.0,Alta,2.0,Cat_6
464339,Masculino,Não,27,Não,Artista,1.0,Baixa,2.0,Cat_6
464344,Feminino,Sim,56,Sim,Artista,0.0,Baixa,1.0,Cat_6
464351,Feminino,Não,27,Sim,Enfermagem,0.0,Baixa,1.0,Cat_6
464364,Masculino,Sim,39,Sim,Artista,7.0,Média,2.0,Cat_6
464368,Masculino,Sim,35,Sim,Entretenimento,3.0,Média,2.0,Cat_6
464370,Masculino,Sim,66,Sim,Entretenimento,1.0,Média,2.0,Cat_6
464373,Feminino,Não,47,Sim,Artista,0.0,Baixa,2.0,Cat_6
464378,Feminino,Sim,36,Sim,Artista,8.0,Média,2.0,Cat_6
464381,Masculino,Sim,43,Sim,Artista,4.0,Média,2.0,Cat_6
464382,Feminino,Sim,55,Sim,Artista,0.0,Média,4.0,Cat_6
464386,Masculino,Sim,41,Sim,Medicina,0.0,Média,3.0,Cat_6
464387,Feminino,Não,26,Sim,Artista,9.0,Baixa,5.0,Cat_6
464389,Masculino,Sim,72,Sim,Artista,0.0,Alta,2.0,Cat_2
464392,Masculino,Sim,59,,Artista,0.0,Média,2.0,Cat_6
464396,Masculino,Sim,38,Sim,Entretenimento,1.0,Média,3.0,Cat_6
464412,Masculino,Sim,72,Não,Direito,1.0,Baixa,2.0,Cat_6
464424,Masculino,Não,31,Sim,Enfermagem,1.0,Baixa,4.0,Cat_6
464425,Masculino,Não,41,Sim,Artista,9.0,Baixa,1.0,Cat_6
464432,Masculino,Não,25,Não,Engenharia,9.0,Baixa,2.0,Cat_3
464433,Masculino,Não,29,Sim,Artista,,Baixa,,Cat_2
464436,Masculino,Sim,83,Sim,Direito,0.0,Alta,2.0,Cat_4
464437,Feminino,Sim,51,Sim,Engenharia,0.0,Média,4.0,Cat_6
464441,Masculino,Sim,40,Sim,Artista,0.0,Baixa,2.0,Cat_2
464451,Feminino,Sim,76,Sim,Artista,0.0,Média,2.0,Cat_6
464456,Masculino,Sim,29,Sim,Artista,1.0,Baixa,4.0,Cat_6
464468,Masculino,Sim,46,Sim,Artista,1.0,Baixa,3.0,Cat_6
464473,Feminino,Sim,58,Sim,Artista,0.0,Média,4.0,Cat_6
464474,Feminino,Não,46,Sim,Artista,1.0,Baixa,1.0,Cat_6
464478,Feminino,Sim,74,Não,Direito,0.0,Alta,2.0,Cat_6
464481,Masculino,Sim,53,Sim,Empreendedorismo,1.0,Alta,3.0,Cat_6
464482,Masculino,Sim,63,Sim,Artista,1.0,Baixa,1.0,Cat_6
464483,Feminino,Sim,49,Sim,Artista,1.0,Média,3.0,Cat_6
464485,Masculino,Não,25,Sim,Entretenimento,5.0,Baixa,2.0,Cat_3
464487,Masculino,Não,46,Não,Engenharia,1.0,Baixa,3.0,Cat_4
464488,Feminino,Não,43,Sim,Artista,7.0,Baixa,9.0,Cat_6
464494,Feminino,Sim,58,Sim,Artista,1.0,Média,4.0,Cat_3
464499,Masculino,Sim,41,Sim,Empreendedorismo,1.0,Alta,4.0,Cat_6
464501,Feminino,Não,28,Não,Enfermagem,1.0,Baixa,3.0,Cat_6
464504,Masculino,Não,26,Sim,Enfermagem,0.0,Baixa,4.0,Cat_6
464506,Masculino,Não,29,Sim,Enfermagem,9.0,Baixa,2.0,Cat_4
464517,Masculino,Não,33,Sim,Enfermagem,0.0,Baixa,,Cat_5
464522,Feminino,Não,39,Sim,Engenharia,14.0,Baixa,1.0,Cat_6
464526,Masculino,Sim,51,Sim,Entretenimento,0.0,Média,4.0,Cat_6
464528,Masculino,Sim,46,Sim,Entretenimento,4.0,Alta,4.0,Cat_2
464533,Masculino,Sim,38,Não,Empreendedorismo,,Alta,6.0,Cat_6
464536,Masculino,Sim,26,Sim,Artista,1.0,Média,3.0,Cat_6
464540,Feminino,Sim,42,Sim,Engenharia,1.0,Média,4.0,Cat_4
464544,Feminino,Sim,43,Sim,Entretenimento,5.0,Média,3.0,Cat_6
464549,Masculino,Sim,53,Sim,Empreendedorismo,1.0,Baixa,4.0,Cat_6
464550,Masculino,Sim,46,Sim,Artista,,Baixa,4.0,Cat_6
464552,Feminino,Sim,40,Sim,Artista,1.0,Média,3.0,Cat_4
464553,Masculino,Sim,71,Sim,Artista,1.0,Baixa,2.0,Cat_6
464555,Masculino,Sim,32,Sim,Marketing,13.0,Alta,4.0,Cat_4
464560,Masculino,Não,41,Sim,Entretenimento,9.0,Baixa,2.0,Cat_6
464561,Feminino,Não,46,Sim,Entretenimento,8.0,Baixa,2.0,Cat_6
464566,Masculino,Sim,40,Sim,Empreendedorismo,0.0,Alta,4.0,Cat_6
464569,Masculino,Não,29,Não,Medicina,1.0,Baixa,5.0,Cat_6
464570,Masculino,Sim,25,Sim,Medicina,1.0,Média,2.0,Cat_6
464572,Feminino,Sim,52,Sim,Marketing,0.0,Baixa,1.0,Cat_6
464576,Masculino,Não,30,Sim,Medicina,9.0,Baixa,5.0,Cat_6
464577,Feminino,Sim,25,Sim,Enfermagem,12.0,Alta,2.0,Cat_6
464580,Masculino,Não,32,Não,Artista,9.0,Baixa,4.0,Cat_6
464581,Feminino,Não,33,Não,Medicina,,Baixa,4.0,Cat_6
464586,Feminino,Não,49,Sim,Artista,1.0,Baixa,1.0,Cat_3
464593,Feminino,Não,43,Sim,Medicina,1.0,Baixa,4.0,Cat_2
464594,Masculino,Sim,48,Sim,Artista,1.0,Baixa,1.0,Cat_2
464597,Masculino,Não,41,Não,Artista,5.0,Baixa,2.0,Cat_6
464601,Feminino,Não,29,Sim,Enfermagem,9.0,Baixa,2.0,Cat_6
464603,Feminino,Não,35,Sim,Artista,0.0,Baixa,2.0,Cat_3
464606,Masculino,Sim,41,Sim,Artista,1.0,Média,2.0,Cat_6
464607,Feminino,Sim,47,Sim,Artista,1.0,Média,4.0,Cat_2
464608,Feminino,Sim,53,Sim,Artista,1.0,Média,3.0,Cat_6
464618,Masculino,,40,Sim,Artista,5.0,Baixa,1.0,Cat_6
464620,Feminino,Sim,40,Sim,Artista,0.0,Alta,2.0,Cat_6
464621,Masculino,Sim,46,Sim,Artista,0.0,Baixa,1.0,Cat_6
464637,Feminino,Não,36,Sim,Marketing,,Baixa,4.0,Cat_4
464641,Feminino,Sim,71,Sim,Direito,2.0,Baixa,6.0,Cat_1
464652,Feminino,Sim,30,Não,Engenharia,5.0,Média,2.0,Cat_4
464654,Feminino,Sim,40,Não,Engenharia,1.0,Média,4.0,Cat_4
464664,Masculino,Sim,43,Não,Entretenimento,0.0,Média,5.0,Cat_4
464666,Masculino,Sim,40,Sim,Entretenimento,3.0,Média,3.0,Cat_4
464670,Masculino,Sim,39,Não,Entretenimento,1.0,Média,4.0,Cat_4
464673,Masculino,Sim,49,Não,Empreendedorismo,1.0,Alta,7.0,Cat_2
464674,Masculino,Sim,51,Não,Artista,0.0,Média,5.0,Cat_4
464675,Feminino,Sim,39,Não,Medicina,1.0,Média,9.0,Cat_4
464677,Masculino,Sim,23,Não,Enfermagem,1.0,Baixa,5.0,Cat_4
464683,Masculino,Sim,53,Não,Engenharia,0.0,Média,6.0,Cat_4
464684,Feminino,Não,35,Não,Engenharia,9.0,Baixa,5.0,Cat_4
464685,Masculino,Não,35,Não,Empreendedorismo,2.0,Baixa,4.0,Cat_4
464688,Masculino,Sim,30,Sim,Medicina,1.0,Baixa,9.0,Cat_4
464690,Masculino,Sim,39,Não,Engenharia,2.0,Média,,Cat_4
464691,Masculino,Não,38,Sim,Artista,1.0,Baixa,3.0,Cat_4
464692,Feminino,Não,53,Não,Marketing,0.0,Baixa,1.0,Cat_3
464693,Feminino,Não,36,Sim,Engenharia,8.0,Baixa,1.0,Cat_4
464695,Masculino,Não,33,Não,Engenharia,0.0,Baixa,4.0,Cat_4
464696,Feminino,Não,40,Sim,Engenharia,1.0,Baixa,1.0,Cat_4
464697,Feminino,Sim,36,Sim,Artista,0.0,Média,4.0,Cat_4
464699,Masculino,Não,31,Não,Medicina,1.0,Baixa,5.0,Cat_4
464701,Masculino,Não,31,Não,Medicina,1.0,Baixa,2.0,Cat_4
464704,Masculino,Sim,41,Sim,Enfermagem,0.0,Média,4.0,Cat_4
464707,Masculino,Sim,48,Não,,0.0,Média,4.0,Cat_4
464711,Feminino,Sim,38,Sim,Artista,5.0,Média,3.0,Cat_1
464712,Masculino,Sim,49,Não,Artista,1.0,Baixa,5.0,Cat_4
464722,Masculino,Sim,42,Sim,Medicina,1.0,Baixa,,Cat_4
464726,Masculino,Sim,28,Sim,Empreendedorismo,14.0,Alta,9.0,Cat_4
464728,Masculino,Sim,51,Não,Entretenimento,0.0,Alta,4.0,Cat_4
464732,Masculino,Sim,41,Não,Artista,1.0,Média,2.0,Cat_4
464737,Feminino,Sim,57,Não,Engenharia,0.0,Média,6.0,Cat_4
464739,Masculino,Sim,67,Sim,Artista,0.0,Baixa,1.0,Cat_4
464746,Masculino,Sim,29,Não,Empreendedorismo,3.0,Média,5.0,Cat_4
464752,Feminino,Sim,46,,Marketing,,Baixa,1.0,Cat_4
464755,Masculino,Sim,49,Sim,Artista,0.0,Alta,2.0,Cat_6
464756,Feminino,Não,28,Não,Engenharia,6.0,Baixa,3.0,Cat_4
464758,Feminino,Sim,48,Não,Engenharia,1.0,Média,4.0,Cat_4
464760,Feminino,Sim,51,Não,Engenharia,5.0,Média,4.0,Cat_4
464765,Feminino,Sim,48,Não,Engenharia,5.0,Média,6.0,Cat_4
464766,Feminino,Sim,48,Não,Engenharia,5.0,Média,5.0,Cat_4
464769,Feminino,,52,Não,Engenharia,9.0,Média,4.0,Cat_4
464772,Feminino,Sim,39,Não,Engenharia,8.0,Média,4.0,Cat_4
464774,Feminino,Sim,50,Não,Engenharia,7.0,Média,5.0,Cat_4
464780,Feminino,Não,33,Não,Engenharia,1.0,Baixa,9.0,Cat_4
464790,Feminino,Não,35,Sim,Artista,,Baixa,1.0,Cat_4
464792,Masculino,Sim,30,Não,Marketing,2.0,Alta,5.0,Cat_4
464794,Feminino,Sim,46,Não,Engenharia,8.0,Média,,Cat_4
464799,Masculino,Não,36,Não,Marketing,0.0,Baixa,4.0,Cat_4
464802,Masculino,Não,43,Não,Entretenimento,0.0,Baixa,1.0,Cat_4
464804,Masculino,Sim,26,Não,Entretenimento,1.0,Baixa,1.0,Cat_4
464806,Masculino,Sim,33,Não,Empreendedorismo,0.0,Baixa,2.0,Cat_4
464809,Masculino,Sim,50,,Entretenimento,,Média,5.0,Cat_4
464812,Feminino,Sim,49,Sim,Engenharia,1.0,Alta,5.0,Cat_4
464813,Masculino,Sim,48,Sim,Engenharia,6.0,Média,5.0,Cat_6
464817,Masculino,Não,31,Sim,Artista,5.0,Baixa,1.0,Cat_4
464818,Feminino,Sim,38,Não,Engenharia,,Média,2.0,Cat_4
464825,Feminino,Não,21,Não,Enfermagem,5.0,Baixa,1.0,Cat_4
464827,Feminino,Sim,50,Não,Entretenimento,8.0,Média,5.0,Cat_4
464828,Masculino,Não,23,Não,Enfermagem,9.0,Baixa,6.0,Cat_4
464831,Feminino,Sim,21,Não,Enfermagem,0.0,Baixa,2.0,Cat_4
464832,Masculino,Sim,71,Não,Direito,1.0,Baixa,,Cat_4
464835,Masculino,Não,20,Não,Enfermagem,0.0,Baixa,6.0,Cat_4
